('utt116816', 'utt116817')
('utt33857', 'utt33858')
('utt46774', 'utt46778')
('utt109895', 'utt109897')
('utt111496', 'utt111499')
('utt31027', 'utt31029')
('utt24736', 'utt24739')
('utt40022', 'utt40029')
('utt21974', 'utt21981')
('utt130291', 'utt130294')
('utt44260', 'utt44262')
('utt84061', 'utt84065')
('utt58079', 'utt58084')
('utt29644', 'utt29647')
('utt93503', 'utt93505')
('utt63702', 'utt63706')
('utt102639', 'utt102644')
('utt45244', 'utt45248')
('utt99724', 'utt99727')
('utt30111', 'utt30115')
('utt30488', 'utt30496')
('utt43563', 'utt43566')
('utt113017', 'utt113018')
('utt65532', 'utt65537')
('utt39895', 'utt39897')
('utt68865', 'utt68871')
('utt125382', 'utt125389')
('utt79971', 'utt79973')
('utt35277', 'utt35279')
('utt52150', 'utt52157')
('utt129542', 'utt129547')
('utt37218', 'utt37220')
('utt41128', 'utt41135')
('utt22264', 'utt22266')
('utt20634', 'utt20638')
('utt96423', 'utt96425')
('utt81853', 'utt81859')
('utt133386', 'utt133387')
('utt34416', 'utt34420')
('utt36149', 'utt36150')
('utt89593', 'utt89595')
('utt62589', 'utt62594')
('utt58584', 'utt58587')
('utt104813', 'utt104816')
('utt66412', 'utt66415')
('utt862', 'utt863')
('utt213', 'utt216')
('utt39666', 'utt39668')
('utt107385', 'utt107391')
('utt39895', 'utt39899')
('utt60159', 'utt60163')
('utt134589', 'utt134590')
('utt23020', 'utt23023')
('utt54368', 'utt54370')
('utt25716', 'utt25717')
('utt81', 'utt83')
('utt105353', 'utt105355')
('utt31601', 'utt31606')
('utt81967', 'utt81972')
('utt76137', 'utt76140')
('utt98208', 'utt98211')
('utt16291', 'utt16293')
('utt153374', 'utt153379')
('utt27643', 'utt27650')
('utt138009', 'utt138010')
('utt124073', 'utt124082')
('utt66484', 'utt66489')
('utt53734', 'utt53739')
('utt78258', 'utt78261')
('utt92596', 'utt92599')
('utt114841', 'utt114847')
('utt14486', 'utt14488')
('utt93219', 'utt93221')
('utt20701', 'utt20704')
('utt87042', 'utt87044')
('utt8930', 'utt8936')
('utt127632', 'utt127641')
('utt64215', 'utt64220')
('utt126342', 'utt126344')
('utt111001', 'utt111004')
('utt89930', 'utt89931')
('utt132681', 'utt132685')
('utt64851', 'utt64855')
('utt38689', 'utt38691')
('utt49727', 'utt49729')
('utt152758', 'utt152761')
('utt75072', 'utt75074')
('utt64216', 'utt64224')
('utt19235', 'utt19238')
('utt74145', 'utt74146')
('utt128171', 'utt128174')
('utt69469', 'utt69474')
('utt56910', 'utt56913')
('utt92161', 'utt92168')
('utt67112', 'utt67116')
('utt131401', 'utt131404')
('utt76590', 'utt76593')
('utt16605', 'utt16608')
('utt135258', 'utt135260')
('utt33447', 'utt33452')
('utt111892', 'utt111896')
('utt51307', 'utt51309')
('utt100936', 'utt100939')
('utt45605', 'utt45610')
('utt86723', 'utt86724')
('utt72245', 'utt72246')
('utt150097', 'utt150100')
('utt129209', 'utt129218')
('utt63604', 'utt63611')
('utt924', 'utt925')
('utt93554', 'utt93559')
('utt103975', 'utt103978')
('utt95036', 'utt95037')
('utt16370', 'utt16373')
('utt147402', 'utt147404')
('utt82195', 'utt82200')
('utt140175', 'utt140180')
('utt78573', 'utt78574')
('utt126409', 'utt126410')
('utt105349', 'utt105350')
('utt140022', 'utt140024')
('utt114911', 'utt114912')
('utt101903', 'utt101904')
('utt83782', 'utt83788')
('utt3702', 'utt3703')
('utt8585', 'utt8586')
('utt140382', 'utt140387')
('utt46283', 'utt46288')
('utt85266', 'utt85271')
('utt92954', 'utt92956')
('utt115879', 'utt115884')
('utt25710', 'utt25713')
('utt33449', 'utt33450')
('utt65047', 'utt65049')
('utt140541', 'utt140542')
('utt97999', 'utt98007')
('utt17119', 'utt17123')
('utt19620', 'utt19623')
('utt111611', 'utt111620')
('utt86936', 'utt86941')
('utt76936', 'utt76942')
('utt55303', 'utt55304')
('utt55811', 'utt55817')
('utt32423', 'utt32429')
('utt65926', 'utt65931')
('utt33234', 'utt33237')
('utt3149', 'utt3153')
('utt138765', 'utt138770')
('utt116349', 'utt116353')
('utt107384', 'utt107389')
('utt44933', 'utt44936')
('utt51417', 'utt51418')
('utt118168', 'utt118170')
('utt82195', 'utt82202')
('utt56639', 'utt56646')
('utt101092', 'utt101094')
('utt63258', 'utt63264')
('utt114329', 'utt114330')
('utt4087', 'utt4088')
('utt103203', 'utt103209')
('utt116750', 'utt116756')
('utt152310', 'utt152312')
('utt33360', 'utt33365')
('utt105916', 'utt105919')
('utt28374', 'utt28383')
('utt65199', 'utt65200')
('utt80657', 'utt80662')
('utt18253', 'utt18254')
('utt60163', 'utt60165')
('utt133611', 'utt133617')
('utt117385', 'utt117388')
('utt32724', 'utt32725')
('utt39960', 'utt39966')
('utt66792', 'utt66793')
('utt55462', 'utt55463')
('utt126148', 'utt126153')
('utt56970', 'utt56971')
('utt55891', 'utt55892')
('utt13114', 'utt13120')
('utt34095', 'utt34100')
('utt123966', 'utt123971')
('utt24737', 'utt24738')
('utt126718', 'utt126721')
('utt102642', 'utt102647')
('utt44550', 'utt44552')
('utt137735', 'utt137738')
('utt59601', 'utt59604')
('utt122864', 'utt122870')
('utt63608', 'utt63613')
('utt136562', 'utt136565')
('utt131509', 'utt131513')
('utt104482', 'utt104484')
('utt114447', 'utt114453')
('utt33360', 'utt33368')
('utt107385', 'utt107390')
('utt21559', 'utt21561')
('utt119075', 'utt119076')
('utt134063', 'utt134071')
('utt139237', 'utt139245')
('utt64396', 'utt64402')
('utt35274', 'utt35275')
('utt16176', 'utt16180')
('utt102938', 'utt102941')
('utt124310', 'utt124312')
('utt105921', 'utt105922')
('utt99799', 'utt99803')
('utt15523', 'utt15531')
('utt103974', 'utt103977')
('utt123741', 'utt123746')
('utt133704', 'utt133708')
('utt87453', 'utt87461')
('utt81324', 'utt81333')
('utt92738', 'utt92746')
('utt22633', 'utt22634')
('utt146434', 'utt146439')
('utt28567', 'utt28572')
('utt102802', 'utt102805')
('utt134806', 'utt134813')
('utt103896', 'utt103900')
('utt45835', 'utt45837')
('utt45974', 'utt45976')
('utt134063', 'utt134065')
('utt152129', 'utt152137')
('utt22390', 'utt22395')
('utt129541', 'utt129548')
('utt112040', 'utt112041')
('utt114909', 'utt114918')
('utt56267', 'utt56268')
('utt139238', 'utt139243')
('utt32720', 'utt32724')
('utt87537', 'utt87542')
('utt47333', 'utt47334')
('utt45244', 'utt45251')
('utt58908', 'utt58913')
('utt97556', 'utt97560')
('utt125107', 'utt125108')
('utt12144', 'utt12148')
('utt19716', 'utt19718')
('utt97177', 'utt97180')
('utt126415', 'utt126416')
('utt102127', 'utt102129')
('utt68577', 'utt68584')
('utt57592', 'utt57594')
('utt139237', 'utt139239')
('utt77973', 'utt77977')
('utt116577', 'utt116578')
('utt89434', 'utt89443')
('utt132097', 'utt132103')
('utt12426', 'utt12430')
('utt113012', 'utt113016')
('utt36854', 'utt36859')
('utt98999', 'utt99001')
('utt40631', 'utt40636')
('utt87669', 'utt87675')
('utt147108', 'utt147112')
('utt28286', 'utt28292')
('utt71579', 'utt71585')
('utt118002', 'utt118004')
('utt90589', 'utt90593')
('utt70071', 'utt70075')
('utt84277', 'utt84285')
('utt78849', 'utt78852')
('utt49375', 'utt49382')
('utt77391', 'utt77392')
('utt12800', 'utt12804')
('utt8934', 'utt8935')
('utt28454', 'utt28460')
('utt37064', 'utt37065')
('utt120570', 'utt120572')
('utt149167', 'utt149173')
('utt116158', 'utt116160')
('utt24640', 'utt24642')
('utt52819', 'utt52826')
('utt134807', 'utt134810')
('utt44258', 'utt44265')
('utt123963', 'utt123968')
('utt78627', 'utt78630')
('utt24735', 'utt24736')
('utt130975', 'utt130980')
('utt146125', 'utt146128')
('utt58908', 'utt58915')
('utt106883', 'utt106885')
('utt69822', 'utt69824')
('utt109402', 'utt109403')
('utt128555', 'utt128556')
('utt62445', 'utt62447')
('utt117006', 'utt117010')
('utt150391', 'utt150397')
('utt85941', 'utt85943')
('utt19616', 'utt19621')
('utt38687', 'utt38688')
('utt126341', 'utt126348')
('utt117110', 'utt117112')
('utt91077', 'utt91078')
('utt102933', 'utt102942')
('utt129261', 'utt129267')
('utt78624', 'utt78631')
('utt43240', 'utt43244')
('utt28913', 'utt28916')
('utt116647', 'utt116651')
('utt53408', 'utt53413')
('utt87966', 'utt87968')
('utt8821', 'utt8828')
('utt128277', 'utt128283')
('utt106312', 'utt106314')
('utt37120', 'utt37124')
('utt20526', 'utt20531')
('utt102290', 'utt102291')
('utt50969', 'utt50972')
('utt149277', 'utt149279')
('utt70190', 'utt70195')
('utt91081', 'utt91085')
('utt125108', 'utt125110')
('utt140548', 'utt140549')
('utt60492', 'utt60499')
('utt99300', 'utt99302')
('utt75382', 'utt75386')
('utt60221', 'utt60228')
('utt6577', 'utt6580')
('utt124142', 'utt124148')
('utt32142', 'utt32144')
('utt102644', 'utt102646')
('utt78569', 'utt78577')
('utt6042', 'utt6047')
('utt149224', 'utt149225')
('utt37125', 'utt37128')
('utt49937', 'utt49940')
('utt17393', 'utt17396')
('utt73444', 'utt73447')
('utt80331', 'utt80336')
('utt60755', 'utt60756')
('utt44825', 'utt44829')
('utt110757', 'utt110758')
('utt103898', 'utt103899')
('utt59774', 'utt59782')
('utt14828', 'utt14829')
('utt52515', 'utt52517')
('utt144253', 'utt144255')
('utt30757', 'utt30758')
('utt21979', 'utt21980')
('utt150520', 'utt150526')
('utt51960', 'utt51961')
('utt20634', 'utt20642')
('utt58583', 'utt58585')
('utt11888', 'utt11889')
('utt97301', 'utt97306')
('utt49039', 'utt49041')
('utt8442', 'utt8447')
('utt120568', 'utt120573')
('utt82580', 'utt82582')
('utt8585', 'utt8588')
('utt105566', 'utt105567')
('utt137372', 'utt137377')
('utt42798', 'utt42803')
('utt19351', 'utt19359')
('utt31879', 'utt31883')
('utt56795', 'utt56801')
('utt100767', 'utt100768')
('utt153457', 'utt153464')
('utt13497', 'utt13503')
('utt9096', 'utt9104')
('utt50972', 'utt50977')
('utt46462', 'utt46463')
('utt150525', 'utt150528')
('utt92043', 'utt92050')
('utt10297', 'utt10304')
('utt59202', 'utt59205')
('utt143389', 'utt143394')
('utt85328', 'utt85332')
('utt7299', 'utt7306')
('utt147514', 'utt147519')
('utt10183', 'utt10184')
('utt7776', 'utt7779')
('utt114573', 'utt114576')
('utt31928', 'utt31930')
('utt59980', 'utt59982')
('utt148417', 'utt148421')
('utt69052', 'utt69054')
('utt124204', 'utt124205')
('utt27008', 'utt27013')
('utt105107', 'utt105111')
('utt97303', 'utt97307')
('utt109470', 'utt109474')
('utt147205', 'utt147213')
('utt61387', 'utt61389')
('utt66788', 'utt66790')
('utt111890', 'utt111895')
('utt122595', 'utt122604')
('utt137521', 'utt137527')
('utt72298', 'utt72303')
('utt68242', 'utt68243')
('utt24355', 'utt24357')
('utt71122', 'utt71130')
('utt15881', 'utt15884')
('utt99353', 'utt99355')
('utt89254', 'utt89257')
('utt63604', 'utt63605')
('utt109895', 'utt109899')
('utt99928', 'utt99934')
('utt26586', 'utt26593')
('utt22872', 'utt22874')
('utt106553', 'utt106557')
('utt79866', 'utt79869')
('utt13686', 'utt13691')
('utt1703', 'utt1705')
('utt60159', 'utt60164')
('utt49656', 'utt49663')
('utt107525', 'utt107526')
('utt78015', 'utt78020')
('utt39260', 'utt39264')
('utt128994', 'utt128996')
('utt63701', 'utt63702')
('utt81262', 'utt81263')
('utt96141', 'utt96145')
('utt35275', 'utt35279')
('utt61121', 'utt61123')
('utt153165', 'utt153168')
('utt110691', 'utt110692')
('utt27725', 'utt27726')
('utt6719', 'utt6721')
('utt65111', 'utt65114')
('utt75977', 'utt75978')
('utt14389', 'utt14394')
('utt43242', 'utt43246')
('utt32668', 'utt32669')
('utt22545', 'utt22549')
('utt55963', 'utt55964')
('utt82472', 'utt82473')
('utt70197', 'utt70198')
('utt100406', 'utt100414')
('utt108621', 'utt108623')
('utt83110', 'utt83112')
('utt117667', 'utt117669')
('utt78572', 'utt78576')
('utt16965', 'utt16971')
('utt114449', 'utt114453')
('utt83016', 'utt83018')
('utt31762', 'utt31767')
('utt44070', 'utt44072')
('utt22730', 'utt22736')
('utt120081', 'utt120084')
('utt48560', 'utt48563')
('utt34276', 'utt34280')
('utt35087', 'utt35090')
('utt78972', 'utt78974')
('utt130170', 'utt130178')
('utt112703', 'utt112710')
('utt116889', 'utt116897')
('utt62095', 'utt62098')
('utt66411', 'utt66417')
('utt53408', 'utt53412')
('utt129263', 'utt129265')
('utt151002', 'utt151003')
('utt97480', 'utt97481')
('utt93558', 'utt93559')
('utt110998', 'utt111001')
('utt59842', 'utt59844')
('utt124537', 'utt124539')
('utt50975', 'utt50977')
('utt104045', 'utt104048')
('utt137006', 'utt137007')
('utt67549', 'utt67550')
('utt126408', 'utt126415')
('utt59270', 'utt59275')
('utt82387', 'utt82391')
('utt19716', 'utt19720')
('utt140929', 'utt140934')
('utt33850', 'utt33854')
('utt150727', 'utt150732')
('utt135432', 'utt135440')
('utt80152', 'utt80154')
('utt104405', 'utt104410')
('utt144625', 'utt144629')
('utt122302', 'utt122303')
('utt43244', 'utt43246')
('utt71850', 'utt71851')
('utt12503', 'utt12505')
('utt91080', 'utt91081')
('utt54882', 'utt54889')
('utt76060', 'utt76066')
('utt121691', 'utt121695')
('utt109467', 'utt109468')
('utt77390', 'utt77397')
('utt1244', 'utt1245')
('utt39890', 'utt39895')
('utt27942', 'utt27947')
('utt103973', 'utt103979')
('utt121102', 'utt121103')
('utt95335', 'utt95343')
('utt49187', 'utt49190')
('utt22440', 'utt22443')
('utt116349', 'utt116352')
('utt140244', 'utt140248')
('utt87268', 'utt87269')
('utt27866', 'utt27867')
('utt85865', 'utt85866')
('utt105835', 'utt105838')
('utt125727', 'utt125728')
('utt46557', 'utt46558')
('utt18784', 'utt18793')
('utt26485', 'utt26489')
('utt48856', 'utt48864')
('utt53408', 'utt53415')
('utt67337', 'utt67344')
('utt86268', 'utt86269')
('utt753', 'utt756')
('utt55897', 'utt55900')
('utt91940', 'utt91945')
('utt146816', 'utt146818')
('utt28291', 'utt28293')
('utt101277', 'utt101281')
('utt152836', 'utt152842')
('utt43811', 'utt43813')
('utt490', 'utt494')
('utt22175', 'utt22181')
('utt150390', 'utt150391')
('utt52771', 'utt52777')
('utt142840', 'utt142847')
('utt19122', 'utt19129')
('utt35884', 'utt35885')
('utt56641', 'utt56646')
('utt35173', 'utt35180')
('utt79', 'utt83')
('utt104047', 'utt104049')
('utt47269', 'utt47272')
('utt81157', 'utt81162')
('utt6374', 'utt6376')
('utt53412', 'utt53415')
('utt65194', 'utt65197')
('utt30941', 'utt30942')
('utt44325', 'utt44328')
('utt84771', 'utt84774')
('utt69468', 'utt69471')
('utt129976', 'utt129983')
('utt33763', 'utt33766')
('utt16242', 'utt16246')
('utt74596', 'utt74597')
('utt31130', 'utt31134')
('utt120845', 'utt120851')
('utt44628', 'utt44630')
('utt72302', 'utt72306')
('utt105567', 'utt105572')
('utt73310', 'utt73315')
('utt62446', 'utt62449')
('utt53300', 'utt53307')
('utt97302', 'utt97303')
('utt19528', 'utt19537')
('utt93506', 'utt93508')
('utt74185', 'utt74188')
('utt57307', 'utt57310')
('utt72633', 'utt72634')
('utt93089', 'utt93091')
('utt139080', 'utt139081')
('utt61549', 'utt61551')
('utt55762', 'utt55768')
('utt758', 'utt761')
('utt82196', 'utt82202')
('utt153455', 'utt153457')
('utt139960', 'utt139963')
('utt78630', 'utt78632')
('utt38119', 'utt38120')
('utt65979', 'utt65986')
('utt25107', 'utt25109')
('utt75187', 'utt75192')
('utt103539', 'utt103548')
('utt5889', 'utt5891')
('utt78688', 'utt78694')
('utt120488', 'utt120493')
('utt46947', 'utt46953')
('utt77530', 'utt77534')
('utt141772', 'utt141776')
('utt93095', 'utt93096')
('utt98062', 'utt98063')
('utt21976', 'utt21979')
('utt71690', 'utt71693')
('utt46771', 'utt46774')
('utt41958', 'utt41959')
('utt10402', 'utt10403')
('utt136467', 'utt136468')
('utt53303', 'utt53306')
('utt31545', 'utt31552')
('utt144626', 'utt144628')
('utt80151', 'utt80154')
('utt85790', 'utt85794')
('utt114445', 'utt114449')
('utt23019', 'utt23025')
('utt12505', 'utt12508')
('utt98506', 'utt98509')
('utt8331', 'utt8340')
('utt109472', 'utt109473')
('utt99722', 'utt99725')
('utt61816', 'utt61817')
('utt43239', 'utt43241')
('utt111102', 'utt111103')
('utt105686', 'utt105691')
('utt77006', 'utt77013')
('utt41400', 'utt41402')
('utt100099', 'utt100105')
('utt76270', 'utt76271')
('utt132318', 'utt132324')
('utt116648', 'utt116651')
('utt29498', 'utt29503')
('utt49375', 'utt49376')
('utt132854', 'utt132859')
('utt95338', 'utt95344')
('utt77177', 'utt77180')
('utt1094', 'utt1096')
('utt35355', 'utt35356')
('utt21092', 'utt21094')
('utt84957', 'utt84964')
('utt20249', 'utt20250')
('utt23414', 'utt23419')
('utt76141', 'utt76142')
('utt141774', 'utt141777')
('utt104961', 'utt104965')
('utt114398', 'utt114402')
('utt104810', 'utt104811')
('utt113541', 'utt113543')
('utt99719', 'utt99724')
('utt99721', 'utt99725')
('utt127068', 'utt127072')
('utt137369', 'utt137377')
('utt143390', 'utt143393')
('utt34952', 'utt34955')
('utt69045', 'utt69054')
('utt6720', 'utt6726')
('utt107524', 'utt107528')
('utt97811', 'utt97812')
('utt86263', 'utt86270')
('utt142845', 'utt142849')
('utt32722', 'utt32724')
('utt139609', 'utt139612')
('utt100576', 'utt100584')
('utt58182', 'utt58189')
('utt101385', 'utt101386')
('utt75568', 'utt75570')
('utt31832', 'utt31837')
('utt132317', 'utt132323')
('utt10468', 'utt10472')
('utt19724', 'utt19725')
('utt125729', 'utt125731')
('utt18912', 'utt18917')
('utt17505', 'utt17507')
('utt31883', 'utt31887')
('utt65982', 'utt65986')
('utt100244', 'utt100247')
('utt45834', 'utt45836')
('utt64219', 'utt64221')
('utt15083', 'utt15088')
('utt134874', 'utt134875')
('utt140022', 'utt140028')
('utt100510', 'utt100515')
('utt123963', 'utt123969')
('utt76880', 'utt76884')
('utt55812', 'utt55820')
('utt15695', 'utt15697')
('utt55299', 'utt55301')
('utt100407', 'utt100412')
('utt1091', 'utt1098')
('utt101045', 'utt101046')
('utt139341', 'utt139342')
('utt96143', 'utt96144')
('utt143994', 'utt144000')
('utt139958', 'utt139961')
('utt82465', 'utt82466')
('utt49727', 'utt49735')
('utt24356', 'utt24359')
('utt15878', 'utt15881')
('utt74188', 'utt74194')
('utt147295', 'utt147297')
('utt142180', 'utt142187')
('utt18739', 'utt18742')
('utt100766', 'utt100768')
('utt121693', 'utt121697')
('utt48783', 'utt48784')
('utt38694', 'utt38696')
('utt3556', 'utt3562')
('utt16249', 'utt16250')
('utt84956', 'utt84958')
('utt77916', 'utt77918')
('utt127382', 'utt127385')
('utt21973', 'utt21976')
('utt36630', 'utt36633')
('utt123256', 'utt123265')
('utt73856', 'utt73861')
('utt139961', 'utt139962')
('utt102745', 'utt102753')
('utt147205', 'utt147212')
('utt9460', 'utt9461')
('utt120638', 'utt120643')
('utt83788', 'utt83789')
('utt17048', 'utt17053')
('utt24734', 'utt24741')
('utt140867', 'utt140870')
('utt60494', 'utt60496')
('utt52670', 'utt52675')
('utt20525', 'utt20529')
('utt52100', 'utt52107')
('utt20764', 'utt20767')
('utt82930', 'utt82932')
('utt67181', 'utt67187')
('utt128173', 'utt128174')
('utt62588', 'utt62596')
('utt54628', 'utt54636')
('utt99853', 'utt99857')
('utt37060', 'utt37066')
('utt92373', 'utt92377')
('utt117204', 'utt117205')
('utt123389', 'utt123396')
('utt142263', 'utt142267')
('utt139075', 'utt139083')
('utt6042', 'utt6046')
('utt120419', 'utt120420')
('utt46776', 'utt46777')
('utt131402', 'utt131409')
('utt140385', 'utt140390')
('utt126717', 'utt126722')
('utt97301', 'utt97307')
('utt147402', 'utt147403')
('utt144081', 'utt144087')
('utt77530', 'utt77537')
('utt80145', 'utt80152')
('utt138769', 'utt138772')
('utt74525', 'utt74527')
('utt149903', 'utt149909')
('utt4264', 'utt4265')
('utt9728', 'utt9730')
('utt98063', 'utt98066')
('utt86782', 'utt86790')
('utt84765', 'utt84770')
('utt120491', 'utt120495')
('utt72739', 'utt72742')
('utt70814', 'utt70817')
('utt140867', 'utt140869')
('utt49519', 'utt49521')
('utt122123', 'utt122132')
('utt88424', 'utt88430')
('utt62987', 'utt62989')
('utt66203', 'utt66209')
('utt57489', 'utt57490')
('utt101779', 'utt101786')
('utt120844', 'utt120850')
('utt56454', 'utt56455')
('utt25868', 'utt25870')
('utt131513', 'utt131514')
('utt81618', 'utt81621')
('utt146382', 'utt146387')
('utt859', 'utt868')
('utt17900', 'utt17907')
('utt102427', 'utt102429')
('utt83539', 'utt83544')
('utt56856', 'utt56857')
('utt11888', 'utt11891')
('utt102560', 'utt102567')
('utt120206', 'utt120210')
('utt27645', 'utt27648')
('utt125150', 'utt125152')
('utt3370', 'utt3373')
('utt139079', 'utt139083')
('utt11003', 'utt11009')
('utt147204', 'utt147206')
('utt27226', 'utt27234')
('utt137523', 'utt137525')
('utt99002', 'utt99003')
('utt16120', 'utt16123')
('utt22258', 'utt22265')
('utt1857', 'utt1860')
('utt116089', 'utt116097')
('utt125157', 'utt125159')
('utt19297', 'utt19299')
('utt22175', 'utt22177')
('utt116651', 'utt116655')
('utt75780', 'utt75783')
('utt60583', 'utt60587')
('utt64218', 'utt64219')
('utt100766', 'utt100771')
('utt24641', 'utt24646')
('utt28572', 'utt28573')
('utt34188', 'utt34191')
('utt123145', 'utt123152')
('utt20253', 'utt20254')
('utt93713', 'utt93716')
('utt99634', 'utt99636')
('utt73306', 'utt73307')
('utt35177', 'utt35182')
('utt20876', 'utt20880')
('utt32977', 'utt32979')
('utt12797', 'utt12799')
('utt87736', 'utt87739')
('utt120418', 'utt120425')
('utt130292', 'utt130297')
('utt6', 'utt7')
('utt151208', 'utt151215')
('utt35881', 'utt35885')
('utt3420', 'utt3423')
('utt17502', 'utt17508')
('utt109670', 'utt109677')
('utt152761', 'utt152765')
('utt109892', 'utt109899')
('utt3556', 'utt3561')
('utt135100', 'utt135103')
('utt82666', 'utt82668')
('utt48014', 'utt48023')
('utt34947', 'utt34951')
('utt69179', 'utt69180')
('utt91773', 'utt91775')
('utt29187', 'utt29190')
('utt5536', 'utt5538')
('utt19616', 'utt19618')
('utt135711', 'utt135712')
('utt113099', 'utt113104')
('utt73369', 'utt73377')
('utt7502', 'utt7507')
('utt39153', 'utt39154')
('utt147680', 'utt147682')
('utt143143', 'utt143145')
('utt128388', 'utt128393')
('utt34757', 'utt34758')
('utt120850', 'utt120851')
('utt152964', 'utt152969')
('utt1', 'utt4')
('utt32718', 'utt32725')
('utt920', 'utt925')
('utt127955', 'utt127962')
('utt24789', 'utt24791')
('utt27280', 'utt27281')
('utt106771', 'utt106779')
('utt96751', 'utt96754')
('utt94747', 'utt94751')
('utt83471', 'utt83473')
('utt34141', 'utt34147')
('utt124770', 'utt124775')
('utt121015', 'utt121023')
('utt2936', 'utt2939')
('utt4082', 'utt4087')
('utt18574', 'utt18579')
('utt89435', 'utt89438')
('utt116154', 'utt116161')
('utt98206', 'utt98209')
('utt139183', 'utt139184')
('utt57166', 'utt57170')
('utt147823', 'utt147830')
('utt55765', 'utt55766')
('utt29187', 'utt29188')
('utt86536', 'utt86541')
('utt16606', 'utt16608')
('utt60899', 'utt60901')
('utt112766', 'utt112768')
('utt108424', 'utt108428')
('utt69727', 'utt69735')
('utt17391', 'utt17396')
('utt152201', 'utt152208')
('utt89194', 'utt89195')
('utt10891', 'utt10896')
('utt106634', 'utt106637')
('utt150180', 'utt150189')
('utt150094', 'utt150098')
('utt65927', 'utt65930')
('utt38053', 'utt38056')
('utt56798', 'utt56803')
('utt37594', 'utt37597')
('utt129741', 'utt129743')
('utt65925', 'utt65926')
('utt107757', 'utt107758')
('utt38048', 'utt38050')
('utt117669', 'utt117672')
('utt15880', 'utt15881')
('utt105105', 'utt105108')
('utt12350', 'utt12353')
('utt75979', 'utt75980')
('utt87041', 'utt87045')
('utt22808', 'utt22814')
('utt53732', 'utt53735')
('utt126987', 'utt126990')
('utt16604', 'utt16607')
('utt144086', 'utt144088')
('utt27227', 'utt27230')
('utt139609', 'utt139615')
('utt126984', 'utt126989')
('utt49654', 'utt49661')
('utt37220', 'utt37222')
('utt21348', 'utt21350')
('utt103208', 'utt103211')
('utt110119', 'utt110122')
('utt19231', 'utt19233')
('utt19351', 'utt19360')
('utt59385', 'utt59393')
('utt65925', 'utt65930')
('utt10183', 'utt10190')
('utt114697', 'utt114699')
('utt49373', 'utt49382')
('utt106310', 'utt106311')
('utt110692', 'utt110693')
('utt118985', 'utt118988')
('utt35481', 'utt35486')
('utt96884', 'utt96887')
('utt62991', 'utt62992')
('utt91936', 'utt91943')
('utt56522', 'utt56523')
('utt101565', 'utt101573')
('utt3290', 'utt3294')
('utt133705', 'utt133710')
('utt51733', 'utt51734')
('utt974', 'utt976')
('utt26585', 'utt26589')
('utt14831', 'utt14837')
('utt31880', 'utt31886')
('utt44555', 'utt44556')
('utt139342', 'utt139345')
('utt14390', 'utt14397')
('utt125005', 'utt125006')
('utt50876', 'utt50877')
('utt85934', 'utt85936')
('utt151003', 'utt151005')
('utt61279', 'utt61283')
('utt67437', 'utt67439')
('utt93848', 'utt93854')
('utt38765', 'utt38766')
('utt57051', 'utt57053')
('utt66882', 'utt66890')
('utt41129', 'utt41132')
('utt128464', 'utt128470')
('utt7775', 'utt7777')
('utt92798', 'utt92803')
('utt6853', 'utt6854')
('utt150773', 'utt150775')
('utt93096', 'utt93097')
('utt104326', 'utt104335')
('utt136278', 'utt136284')
('utt91078', 'utt91079')
('utt90349', 'utt90350')
('utt55463', 'utt55468')
('utt41500', 'utt41503')
('utt109305', 'utt109313')
('utt32792', 'utt32795')
('utt91852', 'utt91854')
('utt133330', 'utt133337')
('utt6380', 'utt6382')
('utt75710', 'utt75714')
('utt46611', 'utt46612')
('utt22125', 'utt22128')
('utt70190', 'utt70198')
('utt62356', 'utt62362')
('utt129977', 'utt129979')
('utt70270', 'utt70277')
('utt150309', 'utt150310')
('utt103978', 'utt103980')
('utt73210', 'utt73215')
('utt81', 'utt84')
('utt99722', 'utt99723')
('utt104621', 'utt104623')
('utt150772', 'utt150773')
('utt50037', 'utt50040')
('utt135626', 'utt135630')
('utt100343', 'utt100346')
('utt152315', 'utt152318')
('utt120641', 'utt120647')
('utt142840', 'utt142845')
('utt31438', 'utt31440')
('utt547', 'utt548')
('utt109668', 'utt109676')
('utt106634', 'utt106638')
('utt77530', 'utt77536')
('utt106201', 'utt106204')
('utt32035', 'utt32038')
('utt80060', 'utt80064')
('utt93893', 'utt93900')
('utt101632', 'utt101633')
('utt50875', 'utt50876')
('utt81616', 'utt81623')
('utt141333', 'utt141337')
('utt24558', 'utt24559')
('utt42963', 'utt42964')
('utt99192', 'utt99194')
('utt112647', 'utt112654')
('utt37447', 'utt37454')
('utt81968', 'utt81973')
('utt63162', 'utt63163')
('utt83467', 'utt83469')
('utt91215', 'utt91222')
('utt8991', 'utt8993')
('utt12140', 'utt12144')
('utt78897', 'utt78904')
('utt82927', 'utt82932')
('utt135259', 'utt135260')
('utt91772', 'utt91777')
('utt94427', 'utt94431')
('utt6720', 'utt6725')
('utt124532', 'utt124534')
('utt926', 'utt927')
('utt7455', 'utt7457')
('utt22875', 'utt22877')
('utt46373', 'utt46374')
('utt111944', 'utt111952')
('utt117467', 'utt117468')
('utt37060', 'utt37065')
('utt40313', 'utt40319')
('utt25917', 'utt25918')
('utt121896', 'utt121897')
('utt16970', 'utt16971')
('utt85268', 'utt85274')
('utt43560', 'utt43561')
