('utt121636', 'utt47785')
('utt151322', 'utt41270')
('utt109673', 'utt44323')
('utt123149', 'utt145958')
('utt91942', 'utt7304')
('utt38763', 'utt150311')
('utt73580', 'utt15882')
('utt65790', 'utt17688')
('utt87675', 'utt23955')
('utt97302', 'utt82471')
('utt16375', 'utt101906')
('utt42422', 'utt30942')
('utt130174', 'utt104476')
('utt59846', 'utt110945')
('utt107384', 'utt116575')
('utt99723', 'utt152551')
('utt3298', 'utt101630')
('utt127282', 'utt111500')
('utt89928', 'utt131944')
('utt124202', 'utt35485')
('utt123057', 'utt48561')
('utt78570', 'utt72489')
('utt88841', 'utt51308')
('utt95716', 'utt152760')
('utt140246', 'utt7245')
('utt55033', 'utt7457')
('utt52947', 'utt144254')
('utt104714', 'utt135324')
('utt97003', 'utt27006')
('utt152555', 'utt46775')
('utt97125', 'utt150527')
('utt152703', 'utt151719')
('utt92594', 'utt126664')
('utt99356', 'utt66102')
('utt10831', 'utt149908')
('utt135633', 'utt146612')
('utt64069', 'utt82583')
('utt8526', 'utt42570')
('utt92373', 'utt153165')
('utt38117', 'utt95342')
('utt101156', 'utt59842')
('utt147876', 'utt98999')
('utt15581', 'utt62990')
('utt60395', 'utt1092')
('utt9199', 'utt33294')
('utt18307', 'utt97475')
('utt143390', 'utt67345')
('utt71782', 'utt37061')
('utt106314', 'utt107577')
('utt109898', 'utt95213')
('utt23415', 'utt103594')
('utt53415', 'utt115880')
('utt150602', 'utt37857')
('utt112041', 'utt104402')
('utt122873', 'utt97813')
('utt90597', 'utt96469')
('utt43561', 'utt32795')
('utt1851', 'utt121640')
('utt124313', 'utt31879')
('utt26792', 'utt57893')
('utt68242', 'utt19229')
('utt33857', 'utt122595')
('utt94684', 'utt51490')
('utt129218', 'utt78855')
('utt52818', 'utt21300')
('utt60397', 'utt104477')
('utt74351', 'utt81161')
('utt21349', 'utt132103')
('utt59319', 'utt21754')
('utt59325', 'utt109313')
('utt95216', 'utt82925')
('utt21977', 'utt83303')
('utt61385', 'utt19441')
('utt31603', 'utt50105')
('utt137741', 'utt28571')
('utt1389', 'utt15385')
('utt7509', 'utt28571')
('utt44331', 'utt80784')
('utt2127', 'utt126828')
('utt151660', 'utt14072')
('utt29495', 'utt2942')
('utt71692', 'utt123967')
('utt64396', 'utt74683')
('utt128075', 'utt46465')
('utt80337', 'utt41128')
('utt62894', 'utt55703')
('utt3556', 'utt40023')
('utt136464', 'utt17511')
('utt104536', 'utt70456')
('utt104329', 'utt55700')
('utt51235', 'utt23590')
('utt18451', 'utt72302')
('utt101567', 'utt29048')
('utt105838', 'utt111201')
('utt83467', 'utt53304')
('utt84063', 'utt101569')
('utt148426', 'utt16376')
('utt109309', 'utt145839')
('utt67187', 'utt137374')
('utt142847', 'utt106882')
('utt49939', 'utt90345')
('utt29499', 'utt109476')
('utt143397', 'utt112044')
('utt135712', 'utt73216')
('utt50326', 'utt71913')
('utt137315', 'utt96363')
('utt86721', 'utt86607')
('utt25199', 'utt15522')
('utt83541', 'utt65194')
('utt51418', 'utt146128')
('utt131289', 'utt69180')
('utt33363', 'utt96881')
('utt131900', 'utt73587')
('utt97889', 'utt22392')
('utt57894', 'utt121020')
('utt102563', 'utt68871')
('utt137006', 'utt131809')
('utt79320', 'utt87095')
('utt22439', 'utt82768')
('utt118003', 'utt141936')
('utt128179', 'utt39892')
('utt68675', 'utt143998')
('utt23028', 'utt81264')
('utt126474', 'utt112711')
('utt74345', 'utt79805')
('utt73208', 'utt113101')
('utt89682', 'utt35528')
('utt92959', 'utt65051')
('utt113474', 'utt74796')
('utt145212', 'utt109394')
('utt78443', 'utt83297')
('utt109891', 'utt16661')
('utt86720', 'utt7942')
('utt92958', 'utt59320')
('utt127827', 'utt71583')
('utt7307', 'utt60221')
('utt99516', 'utt59136')
('utt9803', 'utt120570')
('utt127071', 'utt66490')
('utt47937', 'utt22633')
('utt9462', 'utt58908')
('utt6850', 'utt20877')
('utt82576', 'utt44555')
('utt63551', 'utt63164')
('utt17264', 'utt4817')
('utt105916', 'utt62095')
('utt14786', 'utt22737')
('utt95560', 'utt74846')
('utt93406', 'utt103208')
('utt116818', 'utt147827')
('utt141772', 'utt14695')
('utt49937', 'utt102802')
('utt25357', 'utt42569')
('utt96423', 'utt57641')
('utt134358', 'utt150187')
('utt146434', 'utt124078')
('utt114917', 'utt79588')
('utt146753', 'utt148296')
('utt128678', 'utt101041')
('utt86317', 'utt129746')
('utt132097', 'utt109311')
('utt37061', 'utt4670')
('utt68779', 'utt66489')
('utt110555', 'utt131402')
('utt77073', 'utt60228')
('utt144003', 'utt16250')
('utt30438', 'utt92373')
('utt25453', 'utt121893')
('utt1289', 'utt3152')
('utt64631', 'utt118988')
('utt48449', 'utt110945')
('utt13804', 'utt136683')
('utt71776', 'utt11234')
('utt126060', 'utt147208')
('utt15577', 'utt24733')
('utt1449', 'utt11064')
('utt131897', 'utt760')
('utt760', 'utt113923')
('utt85788', 'utt51734')
('utt147580', 'utt11105')
('utt10466', 'utt39587')
('utt91857', 'utt76591')
('utt70277', 'utt3557')
('utt25866', 'utt77970')
('utt37599', 'utt147105')
('utt89134', 'utt16173')
('utt91399', 'utt128175')
('utt100940', 'utt147686')
('utt29189', 'utt20250')
('utt105354', 'utt60227')
('utt136812', 'utt27287')
('utt31708', 'utt120422')
('utt12206', 'utt30761')
('utt63941', 'utt15649')
('utt91773', 'utt146818')
('utt67542', 'utt141773')
('utt114630', 'utt129542')
('utt4263', 'utt10185')
('utt121893', 'utt83184')
('utt10708', 'utt145462')
('utt106153', 'utt131070')
('utt19936', 'utt93710')
('utt127380', 'utt56450')
('utt78576', 'utt116344')
('utt79805', 'utt102429')
('utt50450', 'utt105105')
('utt3215', 'utt129547')
('utt130171', 'utt132683')
('utt16607', 'utt54010')
('utt83473', 'utt21186')
('utt23413', 'utt4264')
('utt59975', 'utt18454')
('utt15528', 'utt128076')
('utt37221', 'utt67246')
('utt38117', 'utt12064')
('utt93329', 'utt140929')
('utt18910', 'utt32662')
('utt153370', 'utt135259')
('utt82052', 'utt34195')
('utt123258', 'utt53410')
('utt128995', 'utt103545')
('utt64624', 'utt113475')
('utt213', 'utt38185')
('utt37018', 'utt142623')
('utt95037', 'utt37522')
('utt4169', 'utt36312')
('utt66209', 'utt131946')
('utt63700', 'utt145460')
('utt82714', 'utt110817')
('utt117673', 'utt82670')
('utt104401', 'utt97738')
('utt19357', 'utt109049')
('utt13990', 'utt19127')
('utt56133', 'utt7180')
('utt152763', 'utt27100')
('utt4407', 'utt39965')
('utt12504', 'utt94747')
('utt7174', 'utt83177')
('utt17255', 'utt50202')
('utt133833', 'utt62894')
('utt37863', 'utt18577')
('utt61697', 'utt153455')
('utt104811', 'utt71905')
('utt114696', 'utt152709')
('utt138012', 'utt47940')
('utt2789', 'utt43244')
('utt129053', 'utt12142')
('utt108741', 'utt116286')
('utt57173', 'utt12295')
('utt21561', 'utt55467')
('utt20975', 'utt122507')
('utt133827', 'utt82712')
('utt148893', 'utt79321')
('utt111950', 'utt15150')
('utt62363', 'utt14836')
('utt126927', 'utt46665')
('utt85706', 'utt111948')
('utt50200', 'utt123819')
('utt146529', 'utt105570')
('utt137525', 'utt33451')
('utt143395', 'utt102134')
('utt24456', 'utt118296')
('utt44557', 'utt100580')
('utt16376', 'utt124078')
('utt37453', 'utt133712')
('utt145896', 'utt144440')
('utt133071', 'utt89549')
('utt102753', 'utt135439')
('utt51488', 'utt86270')
('utt31883', 'utt38115')
('utt37857', 'utt7244')
('utt147300', 'utt107584')
('utt125727', 'utt126988')
('utt144444', 'utt96143')
('utt32302', 'utt133619')
('utt27429', 'utt84964')
('utt105058', 'utt147512')
('utt105352', 'utt34753')
('utt128083', 'utt148423')
('utt86942', 'utt102879')
('utt9797', 'utt103593')
('utt24350', 'utt32299')
('utt30822', 'utt19124')
('utt66891', 'utt58030')
('utt3800', 'utt65981')
('utt2942', 'utt125159')
('utt80057', 'utt128553')
('utt16469', 'utt123059')
('utt65536', 'utt59846')
('utt1452', 'utt49658')
('utt121695', 'utt64631')
('utt97556', 'utt101911')
('utt62360', 'utt104960')
('utt66974', 'utt120420')
('utt105569', 'utt117462')
('utt64516', 'utt39797')
('utt37599', 'utt42960')
('utt62990', 'utt92597')
('utt34146', 'utt31710')
('utt10838', 'utt9956')
('utt27869', 'utt71190')
('utt8450', 'utt59495')
('utt24978', 'utt88151')
('utt121897', 'utt146124')
('utt152765', 'utt8448')
('utt488', 'utt89193')
('utt110261', 'utt39966')
('utt137841', 'utt144442')
('utt140094', 'utt43246')
('utt8331', 'utt151934')
('utt95463', 'utt26796')
('utt127382', 'utt44830')
('utt126931', 'utt44260')
('utt143140', 'utt24450')
('utt1449', 'utt78266')
('utt123576', 'utt55563')
('utt140867', 'utt43818')
('utt105109', 'utt101573')
('utt84277', 'utt39959')
('utt121958', 'utt44328')
('utt28379', 'utt134941')
('utt140386', 'utt35837')
('utt24644', 'utt104535')
('utt7501', 'utt146521')
('utt102647', 'utt15381')
('utt79871', 'utt120490')
('utt122127', 'utt17264')
('utt31830', 'utt111887')
('utt62987', 'utt11894')
('utt28374', 'utt38690')
('utt121892', 'utt33046')
('utt131404', 'utt140247')
('utt149741', 'utt100576')
('utt89833', 'utt9957')
('utt77915', 'utt97307')
('utt7246', 'utt142089')
('utt14396', 'utt95217')
('utt121020', 'utt117549')
('utt127070', 'utt136728')
('utt29504', 'utt16171')
('utt58033', 'utt150097')
('utt6382', 'utt10893')
('utt1293', 'utt71456')
('utt89442', 'utt124309')
('utt90848', 'utt44330')
('utt89830', 'utt90596')
('utt17400', 'utt126061')
('utt25358', 'utt70075')
('utt13693', 'utt74931')
('utt46373', 'utt40029')
('utt42965', 'utt129137')
('utt112705', 'utt78854')
('utt15691', 'utt39147')
('utt81972', 'utt44624')
('utt48857', 'utt128814')
('utt63802', 'utt81975')
('utt69822', 'utt125985')
('utt61820', 'utt59843')
('utt35480', 'utt95416')
('utt37015', 'utt152763')
('utt91777', 'utt89833')
('utt94685', 'utt37066')
('utt47786', 'utt66487')
('utt139611', 'utt88839')
('utt152760', 'utt94038')
('utt118988', 'utt7307')
('utt138310', 'utt39106')
('utt95563', 'utt16464')
('utt62505', 'utt18184')
('utt22812', 'utt32308')
('utt9802', 'utt75787')
('utt123059', 'utt24455')
('utt59202', 'utt67187')
('utt7500', 'utt29370')
('utt29372', 'utt44322')
('utt102425', 'utt77973')
('utt30760', 'utt71122')
('utt43818', 'utt93502')
('utt31838', 'utt148293')
('utt124772', 'utt68674')
('utt147515', 'utt150392')
('utt93614', 'utt31703')
('utt115209', 'utt84964')
('utt23597', 'utt95786')
('utt9799', 'utt151927')
('utt82575', 'utt135633')
('utt57697', 'utt34496')
('utt71696', 'utt147936')
('utt59980', 'utt78848')
('utt99854', 'utt109471')
('utt37346', 'utt107142')
('utt20532', 'utt13761')
('utt149227', 'utt131401')
('utt44932', 'utt2204')
('utt151542', 'utt105304')
('utt19129', 'utt47937')
('utt75499', 'utt53300')
('utt119075', 'utt25362')
('utt53543', 'utt63551')
('utt50974', 'utt151539')
('utt33532', 'utt122873')
('utt143392', 'utt66677')
('utt67492', 'utt101573')
('utt46563', 'utt40022')
('utt34756', 'utt26223')
('utt60295', 'utt52673')
('utt32795', 'utt123061')
('utt118389', 'utt84')
('utt68038', 'utt35087')
('utt1700', 'utt45145')
('utt134361', 'utt72142')
('utt96147', 'utt46666')
('utt13686', 'utt97175')
('utt95213', 'utt51483')
('utt26082', 'utt83241')
('utt28457', 'utt20981')
('utt146994', 'utt114916')
('utt14932', 'utt143737')
('utt45842', 'utt28182')
('utt50452', 'utt53544')
('utt56331', 'utt55029')
('utt3373', 'utt99934')
('utt57592', 'utt92877')
('utt81260', 'utt142262')
('utt17898', 'utt19235')
('utt20528', 'utt16606')
('utt80154', 'utt29371')
('utt51307', 'utt124207')
('utt98790', 'utt136627')
('utt24733', 'utt151005')
('utt51736', 'utt64520')
('utt149328', 'utt108323')
('utt100771', 'utt104962')
('utt95655', 'utt61381')
('utt29953', 'utt146529')
('utt97893', 'utt43399')
('utt124139', 'utt47271')
('utt18454', 'utt99354')
('utt34953', 'utt89542')
('utt98503', 'utt130666')
('utt110998', 'utt136810')
('utt61551', 'utt22637')
('utt109675', 'utt28002')
('utt70378', 'utt113471')
('utt128394', 'utt58589')
('utt97127', 'utt60588')
('utt30935', 'utt12802')
('utt5226', 'utt64855')
('utt84765', 'utt31276')
('utt37352', 'utt57593')
('utt89438', 'utt57640')
('utt107385', 'utt37354')
('utt114327', 'utt21346')
('utt63542', 'utt142937')
('utt89549', 'utt59979')
('utt759', 'utt128675')
('utt95340', 'utt9564')
('utt21751', 'utt34418')
('utt22396', 'utt32430')
('utt757', 'utt65049')
('utt151993', 'utt1247')
('utt147301', 'utt62592')
('utt99851', 'utt134871')
('utt127957', 'utt95471')
('utt121096', 'utt39590')
('utt51962', 'utt141387')
('utt41842', 'utt85790')
('utt142354', 'utt5218')
('utt22874', 'utt43238')
('utt61388', 'utt106549')
('utt384', 'utt69052')
('utt24792', 'utt15087')
('utt45841', 'utt86726')
('utt21297', 'utt95211')
('utt114332', 'utt152763')
('utt151714', 'utt38760')
('utt138534', 'utt54009')
('utt74841', 'utt150183')
('utt62886', 'utt77866')
('utt112774', 'utt92599')
('utt99049', 'utt76142')
('utt9314', 'utt109310')
('utt114330', 'utt103205')
('utt25201', 'utt126148')
('utt41498', 'utt94687')
('utt3989', 'utt66488')
('utt31278', 'utt81623')
('utt21557', 'utt10354')
('utt68036', 'utt71910')
('utt4407', 'utt96934')
('utt153375', 'utt32724')
('utt141382', 'utt48984')
('utt102871', 'utt152137')
('utt106973', 'utt40492')
('utt99635', 'utt114575')
('utt51483', 'utt92165')
('utt146306', 'utt150778')
('utt27867', 'utt128015')
('utt41274', 'utt64067')
('utt152759', 'utt137738')
('utt77537', 'utt13805')
('utt57052', 'utt131289')
('utt17259', 'utt81165')
('utt140871', 'utt42263')
('utt3511', 'utt120332')
('utt144002', 'utt27092')
('utt81859', 'utt77641')
('utt152437', 'utt141938')
('utt50446', 'utt23593')
('utt138865', 'utt9197')
('utt59326', 'utt43400')
('utt31712', 'utt8054')
('utt123578', 'utt126411')
('utt34146', 'utt47269')
('utt108628', 'utt116652')
('utt38691', 'utt39107')
('utt46090', 'utt4672')
('utt27227', 'utt26079')
('utt9202', 'utt99411')
('utt48561', 'utt21297')
('utt111944', 'utt15149')
('utt106201', 'utt70021')
('utt25454', 'utt149474')
('utt61985', 'utt108745')
('utt95210', 'utt50977')
('utt16294', 'utt79416')
('utt123484', 'utt43814')
('utt78451', 'utt77866')
('utt12066', 'utt98061')
('utt114576', 'utt9148')
('utt130971', 'utt98503')
('utt81854', 'utt91399')
('utt15292', 'utt46373')
('utt55894', 'utt38052')
('utt34098', 'utt21188')
('utt135541', 'utt75780')
('utt27012', 'utt108741')
('utt135547', 'utt48864')
('utt56862', 'utt7181')
('utt52150', 'utt27014')
('utt122508', 'utt548')
('utt131515', 'utt74142')
('utt8229', 'utt23814')
('utt16244', 'utt4270')
('utt27011', 'utt144086')
('utt23952', 'utt134876')
('utt15088', 'utt137928')
('utt88148', 'utt59847')
('utt18786', 'utt7504')
('utt22543', 'utt132859')
('utt134595', 'utt105922')
('utt106153', 'utt78691')
('utt89443', 'utt73858')
('utt59388', 'utt66674')
('utt78202', 'utt144087')
('utt23888', 'utt151992')
('utt83397', 'utt13807')
('utt84066', 'utt86313')
('utt65980', 'utt10559')
('utt120425', 'utt87535')
('utt81325', 'utt99192')
('utt117547', 'utt74845')
('utt83011', 'utt54117')
('utt36792', 'utt99849')
('utt146382', 'utt54741')
('utt11006', 'utt37451')
('utt127380', 'utt79')
('utt41129', 'utt49042')
('utt62208', 'utt39494')
('utt108627', 'utt16369')
('utt147106', 'utt83248')
('utt87455', 'utt69940')
('utt49374', 'utt36637')
('utt37124', 'utt131898')
('utt50200', 'utt64524')
('utt118295', 'utt34148')
('utt64518', 'utt58410')
('utt10185', 'utt25714')
('utt8658', 'utt144259')
('utt101904', 'utt64065')
('utt109899', 'utt12205')
('utt104714', 'utt26222')
('utt63800', 'utt54882')
('utt29640', 'utt18917')
('utt106835', 'utt125000')
('utt48783', 'utt10710')
('utt87670', 'utt31830')
('utt127956', 'utt131702')
('utt25916', 'utt104624')
('utt81851', 'utt85943')
('utt5540', 'utt149473')
('utt55815', 'utt68683')
('utt86045', 'utt26795')
('utt46512', 'utt83782')
('utt55762', 'utt117111')
('utt148424', 'utt41268')
('utt124999', 'utt32794')
('utt46776', 'utt20253')
('utt13494', 'utt39666')
('utt39801', 'utt96476')
('utt104475', 'utt80515')
('utt22808', 'utt33044')
('utt100105', 'utt31036')
('utt113834', 'utt131697')
('utt38051', 'utt55896')
('utt51238', 'utt42421')
('utt84279', 'utt24787')
('utt133706', 'utt28912')
('utt37119', 'utt101090')
('utt61277', 'utt39583')
('utt115677', 'utt4543')
('utt59141', 'utt39587')
('utt35275', 'utt84068')
('utt27365', 'utt44485')
('utt2791', 'utt36792')
('utt15523', 'utt121898')
('utt146752', 'utt145832')
('utt142631', 'utt72306')
('utt74188', 'utt62986')
('utt115882', 'utt131900')
('utt123265', 'utt118055')
('utt30821', 'utt71579')
('utt34753', 'utt1386')
('utt34419', 'utt44773')
('utt137933', 'utt22183')
('utt106204', 'utt3553')
('utt87858', 'utt131289')
('utt135109', 'utt40185')
('utt126665', 'utt75074')
('utt112708', 'utt44489')
('utt31768', 'utt114849')
('utt69467', 'utt59665')
('utt78900', 'utt84769')
('utt65050', 'utt69054')
('utt73009', 'utt146616')
('utt96754', 'utt69727')
('utt107387', 'utt48562')
('utt8332', 'utt63258')
('utt141388', 'utt115880')
('utt58407', 'utt28454')
('utt60580', 'utt106638')
('utt55251', 'utt24452')
('utt10471', 'utt90353')
('utt69183', 'utt19440')
('utt68675', 'utt22940')
('utt43480', 'utt8046')
('utt149480', 'utt124078')
('utt113542', 'utt45977')
('utt51733', 'utt78066')
('utt36852', 'utt58807')
('utt33233', 'utt33764')
('utt97736', 'utt50870')
('utt94744', 'utt15580')
('utt83009', 'utt39802')
('utt152968', 'utt41752')
('utt123581', 'utt106154')
('utt106975', 'utt139611')
('utt111944', 'utt110758')
('utt139342', 'utt130672')
('utt77646', 'utt27094')
('utt85266', 'utt54739')
('utt82577', 'utt31931')
('utt92310', 'utt27229')
('utt141773', 'utt62359')
('utt77918', 'utt140869')
('utt132858', 'utt100341')
('utt66486', 'utt35883')
('utt70072', 'utt99051')
('utt32798', 'utt63699')
('utt15876', 'utt32144')
('utt118686', 'utt80788')
('utt40629', 'utt126985')
('utt145458', 'utt93507')
('utt142631', 'utt116811')
('utt67851', 'utt113288')
('utt42264', 'utt128470')
('utt70276', 'utt68865')
('utt55467', 'utt17900')
('utt86608', 'utt125004')
('utt55968', 'utt135540')
('utt74071', 'utt496')
('utt136283', 'utt71962')
('utt114394', 'utt77014')
('utt144381', 'utt128559')
('utt4407', 'utt75505')
('utt27094', 'utt81325')
('utt140025', 'utt117116')
('utt64629', 'utt115678')
('utt126147', 'utt88065')
('utt73014', 'utt22634')
('utt152132', 'utt109210')
('utt32379', 'utt114993')
('utt67853', 'utt39489')
('utt104533', 'utt61978')
('utt6850', 'utt92161')
('utt59980', 'utt89543')
('utt134071', 'utt48444')
('utt94689', 'utt133072')
('utt117003', 'utt71912')
('utt74010', 'utt95030')
('utt124882', 'utt10350')
('utt32431', 'utt110816')
('utt77330', 'utt67112')
('utt46560', 'utt72305')
('utt137739', 'utt56137')
('utt102432', 'utt3292')
('utt71448', 'utt93614')
('utt107267', 'utt126835')
('utt64523', 'utt24455')
('utt55968', 'utt36050')
('utt100339', 'utt100943')
('utt6728', 'utt29372')
('utt28573', 'utt89546')
('utt43246', 'utt70192')
('utt13991', 'utt75271')
('utt52590', 'utt66570')
('utt67345', 'utt117672')
('utt102130', 'utt15145')
('utt82931', 'utt140241')
('utt102808', 'utt135105')
('utt148421', 'utt152761')
('utt22397', 'utt25865')
('utt30492', 'utt113018')
('utt89833', 'utt105349')
('utt33296', 'utt135713')
('utt52772', 'utt57304')
('utt105687', 'utt60220')
('utt34194', 'utt140386')
('utt135105', 'utt66322')
('utt39104', 'utt132100')
('utt14388', 'utt45556')
('utt133068', 'utt91853')
('utt75074', 'utt18513')
('utt56330', 'utt128471')
('utt146122', 'utt32983')
('utt74589', 'utt31832')
('utt57167', 'utt30823')
('utt31929', 'utt37447')
('utt21931', 'utt60290')
('utt59980', 'utt40183')
('utt41406', 'utt102130')
('utt73374', 'utt24558')
('utt26084', 'utt131808')
('utt2791', 'utt141771')
('utt147687', 'utt147296')
('utt28119', 'utt87046')
('utt73856', 'utt23950')
('utt21353', 'utt142797')
('utt69184', 'utt3705')
('utt97889', 'utt121023')
('utt20882', 'utt88647')
('utt82768', 'utt3511')
('utt117465', 'utt61125')
('utt53733', 'utt104481')
('utt130542', 'utt127388')
('utt105355', 'utt147213')
('utt67118', 'utt132321')
('utt74846', 'utt49523')
('utt117390', 'utt146245')
('utt117389', 'utt78569')
('utt19352', 'utt68038')
('utt92597', 'utt60759')
('utt103591', 'utt70273')
('utt79409', 'utt53304')
('utt10472', 'utt9572')
('utt47666', 'utt10353')
('utt32976', 'utt56013')
('utt15691', 'utt143139')
('utt107270', 'utt32721')
('utt61179', 'utt141936')
('utt107524', 'utt44929')
('utt38763', 'utt88840')
('utt11060', 'utt107389')
('utt101781', 'utt44330')
('utt20303', 'utt89681')
('utt12430', 'utt35358')
('utt16665', 'utt88653')
('utt118170', 'utt12201')
('utt89929', 'utt1450')
('utt134942', 'utt77869')
('utt86607', 'utt53734')
('utt116818', 'utt80508')
('utt57698', 'utt79871')
('utt15578', 'utt74679')
('utt78627', 'utt72736')
('utt41955', 'utt65198')
('utt122595', 'utt76944')
('utt129059', 'utt127820')
('utt93503', 'utt74188')
('utt143933', 'utt129547')
('utt96759', 'utt18579')
('utt105299', 'utt60898')
('utt149476', 'utt126270')
('utt131410', 'utt74736')
('utt120645', 'utt57590')
('utt131516', 'utt62992')
('utt59327', 'utt152705')
('utt99520', 'utt23019')
('utt115437', 'utt105056')
('utt25916', 'utt69939')
('utt55465', 'utt58413')
('utt107583', 'utt104706')
('utt134943', 'utt149282')
('utt113289', 'utt9')
('utt116577', 'utt80511')
('utt138309', 'utt17686')
('utt73709', 'utt149333')
('utt113285', 'utt16966')
('utt82713', 'utt101906')
('utt51412', 'utt131619')
('utt89832', 'utt33232')
('utt137311', 'utt133617')
('utt71238', 'utt38430')
('utt144883', 'utt150030')
('utt120641', 'utt6181')
('utt46375', 'utt56330')
('utt25460', 'utt121781')
('utt56975', 'utt81166')
('utt56912', 'utt129139')
('utt142181', 'utt79925')
('utt15387', 'utt78974')
('utt29192', 'utt75266')
('utt106201', 'utt101631')
('utt78691', 'utt80660')
('utt60225', 'utt89676')
('utt55968', 'utt138543')
('utt124770', 'utt35276')
('utt74526', 'utt61437')
('utt135714', 'utt109052')
('utt40095', 'utt86605')
('utt110126', 'utt74008')
('utt61554', 'utt8820')
('utt97003', 'utt146437')
('utt49045', 'utt87452')
('utt106557', 'utt87049')
('utt133712', 'utt72306')
('utt555', 'utt31704')
('utt81333', 'utt74079')
('utt41127', 'utt107264')
('utt46092', 'utt140243')
('utt33450', 'utt107149')
('utt57311', 'utt55381')
('utt30941', 'utt31036')
('utt145965', 'utt3374')
('utt93612', 'utt137742')
('utt147687', 'utt59385')
('utt124534', 'utt118987')
('utt40258', 'utt14396')
('utt130082', 'utt20249')
('utt56913', 'utt60585')
('utt35835', 'utt126416')
('utt96143', 'utt43816')
('utt82769', 'utt21925')
('utt85328', 'utt136852')
('utt126934', 'utt75378')
('utt40180', 'utt4086')
('utt8047', 'utt88282')
('utt104962', 'utt59203')
('utt150776', 'utt22879')
('utt5831', 'utt128172')
('utt142801', 'utt97367')
('utt66321', 'utt74741')
('utt152443', 'utt32034')
('utt74794', 'utt59270')
('utt51485', 'utt40093')
('utt49523', 'utt24978')
('utt5888', 'utt146306')
('utt142936', 'utt106155')
('utt12294', 'utt75076')
('utt80060', 'utt115880')
('utt59201', 'utt105109')
('utt127641', 'utt67440')
('utt70275', 'utt32299')
('utt56521', 'utt44489')
('utt43565', 'utt113537')
('utt72488', 'utt82668')
('utt146922', 'utt49039')
('utt56795', 'utt58186')
('utt116896', 'utt39147')
('utt146245', 'utt84960')
('utt18445', 'utt102561')
('utt23028', 'utt8990')
('utt21096', 'utt102291')
('utt74792', 'utt28288')
('utt72549', 'utt138765')
('utt152435', 'utt23818')
('utt8443', 'utt7504')
('utt22389', 'utt91945')
('utt3297', 'utt133329')
('utt135320', 'utt139427')
('utt122600', 'utt140090')
('utt99140', 'utt101388')
('utt77973', 'utt6377')
('utt67486', 'utt98065')
('utt56323', 'utt127632')
('utt135631', 'utt112648')
('utt68035', 'utt26220')
('utt18448', 'utt147877')
('utt24564', 'utt50970')
('utt113287', 'utt141936')
('utt113286', 'utt140930')
('utt33529', 'utt129633')
('utt72488', 'utt78259')
('utt118006', 'utt122501')
('utt19717', 'utt76061')
('utt7244', 'utt75069')
('utt99051', 'utt40318')
('utt34954', 'utt150734')
('utt116817', 'utt95470')
('utt113096', 'utt72549')
('utt82580', 'utt8990')
('utt54467', 'utt106632')
('utt24559', 'utt4903')
('utt8828', 'utt79320')
('utt102747', 'utt47332')
('utt118985', 'utt101285')
('utt96472', 'utt47943')
('utt100413', 'utt21089')
('utt32038', 'utt79801')
('utt33762', 'utt24980')
('utt106885', 'utt86785')
('utt31704', 'utt68039')
('utt40186', 'utt95714')
('utt3710', 'utt21351')
('utt14929', 'utt142358')
('utt104050', 'utt99408')
('utt137846', 'utt56861')
('utt108322', 'utt85190')
('utt115211', 'utt93092')
('utt40263', 'utt74531')
('utt99854', 'utt126722')
('utt148426', 'utt114699')
('utt83839', 'utt130973')
('utt116098', 'utt84060')
('utt107923', 'utt88487')
('utt99515', 'utt63607')
('utt93502', 'utt26083')
('utt121640', 'utt105690')
('utt6374', 'utt15082')
('utt116204', 'utt88481')
('utt30818', 'utt23419')
('utt104810', 'utt139707')
('utt95985', 'utt102745')
('utt70029', 'utt125618')
('utt45557', 'utt3556')
('utt66418', 'utt62502')
('utt56911', 'utt73448')
('utt80275', 'utt15530')
('utt149230', 'utt87742')
('utt129547', 'utt17262')
('utt104540', 'utt41013')
('utt131704', 'utt46374')
('utt64851', 'utt102131')
('utt49661', 'utt65982')
('utt41012', 'utt10892')
('utt140383', 'utt52671')
('utt82464', 'utt15582')
('utt152840', 'utt123583')
('utt125728', 'utt19351')
('utt21934', 'utt129054')
('utt102428', 'utt130294')
('utt29056', 'utt30000')
('utt87461', 'utt59844')
('utt95720', 'utt9736')
('utt6042', 'utt111949')
('utt147880', 'utt120210')
('utt5829', 'utt107144')
('utt116749', 'utt89926')
('utt40319', 'utt9951')
('utt41008', 'utt69730')
('utt96363', 'utt65199')
('utt10296', 'utt95215')
('utt76795', 'utt3298')
('utt117671', 'utt123486')
('utt40025', 'utt31936')
('utt25458', 'utt69054')
('utt32301', 'utt67179')
('utt5136', 'utt61429')
('utt95655', 'utt129058')
('utt131940', 'utt56862')
('utt103597', 'utt52157')
('utt117389', 'utt92380')
('utt66890', 'utt92885')
('utt109402', 'utt50876')
('utt89198', 'utt26585')
('utt150524', 'utt95215')
('utt108626', 'utt4082')
('utt108070', 'utt92878')
('utt95566', 'utt106639')
('utt77920', 'utt31705')
('utt23019', 'utt71453')
('utt385', 'utt8154')
('utt89137', 'utt1705')
('utt109056', 'utt41847')
('utt140454', 'utt30827')
('utt78574', 'utt117001')
('utt124139', 'utt78629')
('utt53217', 'utt114994')
('utt19932', 'utt152440')
('utt126268', 'utt1704')
('utt88570', 'utt6585')
